,,Student and Staff,,,,,,,,Student Only,,,,,,Staff Only,,,,,,All,,,
,,Tests,,Positive,,Negative,,People,,Tests,,Positive,,Negative,,Tests,,Positive,,Negative,,,,,
,,Daily,Total,Daily,Total,Daily,Total,Daily,Total,Daily,Total,Daily,Total,Daily,Total,Daily,Total,Daily,Total,Daily,Total,,,,
Location,Date,StudentStaff_DailyTests,StudentStaff_TotalTests,StudentStaff_DailyPositive,StudentStaff_TotalPositive,StudentStaff_DailyNegative,StudentStaff_TotalNegative,,,StudenOnly_DailyTests,StudenOnly_AllTests,StudenOnly_DailyPositivie,StudenOnly_AllPositivie,StudentOnly_DailyNegative,StudentOnly_TotalNegative,,,,,,,All_DailyTests,All_TotalTests,All_DailyPositive,All_TotalPositive
https://go.illinois.edu/COVIDTestingData,,,,,,,,,,,,,,,,,,,,,,,,,
#Indiana University       ,2020-09-08,,,,,,,,,,,,,,,,,,,,,,205103,,
#Indiana University       ,2020-08-31,,,,,,,,,,,,,,,,,,,,,,190274,,
#Indiana University       ,2020-08-24,,,,,,,,,,,,,,,,,,,,,,178705,,
https://umd.edu/covid-19-dashboard,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,2020-09-20,807,25078,7,240,800,24838,,,,,,,,,,,,,,,,,,
Maryland,2020-09-19,1501,24271,10,233,1491,24038,,,,,,,,,,,,,,,,,,
Maryland,2020-09-18,1667,22770,10,223,1657,22547,,,,,,,,,,,,,,,,,,
Maryland,2020-09-17,1386,21103,15,213,1371,20890,,,,,,,,,,,,,,,,,,
Maryland,2020-09-16,22,19717,12,198,10,19519,,,,,,,,,,,,,,,,,,
Maryland,2020-09-15,0,19695,0,186,0,19509,,,,,,,,,,,,,,,,,,
Maryland,2020-09-14,2,19695,2,186,0,19509,,,,,,,,,,,,,,,,,,
Maryland,2020-09-13,29,19693,9,184,20,19509,,,,,,,,,,,,,,,,,,
Maryland,2020-09-12,0,19664,0,175,0,19489,,,,,,,,,,,,,,,,,,
Maryland,2020-09-11,55,19664,5,175,50,19489,,,,,,,,,,,,,,,,,,
Maryland,2020-09-10,385,19609,28,170,357,19439,,,,,,,,,,,,,,,,,,
Maryland,2020-09-09,169,19224,2,142,167,19082,,,,,,,,,,,,,,,,,,
Maryland,2020-09-08,456,19055,0,140,456,18915,,,,,,,,,,,,,,,,,,
Maryland,2020-09-07,19,18599,0,140,19,18459,,,,,,,,,,,,,,,,,,
Maryland,2020-09-06,1284,18580,28,140,1256,18440,,,,,26,,,,,,,,,,,,,
Maryland,2020-09-05,2374,17296,7,112,2367,17184,,,,,7,,,,,,,,,,,,,
Maryland,2020-09-04,1440,14922,12,105,1428,14817,,,,,12,,,,,,,,,,,,,
Maryland,2020-09-03,261,13482,56,93,205,13389,,,,,54,,,,,,,,,,,,,
Maryland,2020-09-02,1259,13221,9,37,1250,13184,,,,,6,,,,,,,,,,,,,
Maryland,2020-09-01,0,11962,0,28,0,11934,,,,,0,,,,,,,,,,,,,
Maryland,2020-08-31,300,11962,4,28,296,11934,,,,,3,,,,,,,,,,,,,
Maryland,2020-08-30,2507,11662,0,24,2507,11638,,,,,0,,,,,,,,,,,,,
Maryland,2020-08-29,1766,9155,4,24,1762,9131,,,,,1,,,,,,,,,,,,,
Maryland,2020-08-28,246,7389,1,20,245,7369,,,,,0,,,,,,,,,,,,,
Maryland,2020-08-27,856,7143,3,19,853,7124,,,,,1,,,,,,,,,,,,,
Maryland,2020-08-26,1319,6287,5,16,1314,6271,,,,,2,,,,,,,,,,,,,
Maryland,2020-08-25,270,4968,1,11,269,4957,,,,,0,,,,,,,,,,,,,
Maryland,2020-08-24,6,4698,0,10,6,4688,,,,,0,,,,,,,,,,,,,
Maryland,2020-08-23,519,4692,1,10,518,4682,,,,,1,,,,,,,,,,,,,
Maryland,2020-08-22,764,4173,1,9,763,4164,,,,,1,,,,,,,,,,,,,
Maryland,2020-08-21,852,3409,0,8,852,3401,,,,,0,,,,,,,,,,,,,
Maryland,2020-08-20,1410,2557,2,8,1408,2549,,,,,2,,,,,,,,,,,,,
Maryland,2020-08-19,811,1147,2,6,809,1141,,,,,2,,,,,,,,,,,,,
Maryland,2020-08-12,336,336,4,4,332,332,,,,,0,,,,,,,,,,,,,
https://campusblueprint.umich.edu/dashboard/,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,2020-09-13,3162,16833,39,422,,,,,,,,,,,,,,,,,,,,
Michigan,2020-09-06,2240,13671,43,383,,,,,,,,,,,,,,,,,,,,
Michigan,2020-08-30,1716,11431,19,340,,,,,,,,,,,,,,,,,,,,
Michigan,2020-08-23,1497,9715,38,321,,,,,,,,,,,,,,,,,,,,
Michigan,2020-08-16,854,8218,10,283,,,,,,,,,,,,,,,,,,,,
Michigan,2020-08-09,865,7364,9,273,,,,,,,,,,,,,,,,,,,,
Michigan,2020-08-02,871,6499,16,264,,,,,,,,,,,,,,,,,,,,
Michigan,2020-07-26,665,5628,22,248,,,,,,,,,,,,,,,,,,,,
Michigan,2020-07-19,455,4963,21,226,,,,,,,,,,,,,,,,,,,,
Michigan,2020-07-12,525,4508,16,205,,,,,,,,,,,,,,,,,,,,
Michigan,2020-07-05,571,3983,13,189,,,,,,,,,,,,,,,,,,,,
Michigan,2020-06-28,398,3412,10,176,,,,,,,,,,,,,,,,,,,,
Michigan,2020-06-21,347,3014,10,166,,,,,,,,,,,,,,,,,,,,
Michigan,2020-06-14,430,2667,21,156,,,,,,,,,,,,,,,,,,,,
Michigan,2020-06-07,339,2237,5,135,,,,,,,,,,,,,,,,,,,,
Michigan,2020-05-31,203,1898,1,130,,,,,,,,,,,,,,,,,,,,
Michigan,2020-05-24,156,1695,1,129,,,,,,,,,,,,,,,,,,,,
Michigan,2020-05-17,160,1539,3,128,,,,,,,,,,,,,,,,,,,,
Michigan,2020-05-10,162,1379,1,125,,,,,,,,,,,,,,,,,,,,
Michigan,2020-05-03,163,1217,4,124,,,,,,,,,,,,,,,,,,,,
Michigan,2020-04-26,130,1054,1,120,,,,,,,,,,,,,,,,,,,,
Michigan,2020-04-19,124,924,5,119,,,,,,,,,,,,,,,,,,,,
Michigan,2020-04-12,86,800,4,114,,,,,,,,,,,,,,,,,,,,
Michigan,2020-04-05,106,714,9,110,,,,,,,,,,,,,,,,,,,,
Michigan,2020-03-29,120,608,20,101,,,,,,,,,,,,,,,,,,,,
Michigan,2020-03-22,179,488,40,81,,,,,,,,,,,,,,,,,,,,
Michigan,2020-03-15,273,309,34,41,,,,,,,,,,,,,,,,,,,,
Michigan,2020-03-08,36,36,7,7,,,,,,,,,,,,,,,,,,,,
https://safeandhealthy.osu.edu/dashboard,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio State,2020-09-17,,75865,,2623,,,,,2772,73865,40,2587,,,,2000,,36,,,,,,
Ohio State,2020-09-16,,72994,,2582,,,,,3637,71093,80,2547,,,,1901,,35,,,,,,
Ohio State,2020-09-15,,69357,,2502,,,,,3941,67456,78,2467,,,,1901,,35,,,,,,
Ohio State,2020-09-14,,65368,,2423,,,,,4101,63515,112,2389,,,,1853,,34,,,,,,
Ohio State,2020-09-13,,61267,,2311,,,,,0,59414,24,2277,24,561,,1853,,34,,,,,,
Ohio State,2020-09-12,,61205,,2310,,,,,1327,59414,40,2277,,,,1791,,33,,,,,,
Ohio State,2020-09-11,,59855,,2270,,,,,1985,58087,100,2237,,,,1768,,33,,,,,,
Ohio State,2020-09-10,,57827,,2165,,,,,3897,56102,115,2137,,,,1725,,28,,1697,,,,
Ohio State,2020-09-09,,53930,,2050,,,,,4611,52205,155,2022,,,,1725,,28,,1697,,,,
Ohio State,2020-09-08,,49221,,1894,,,,,4926,47594,223,1867,,,,1627,,27,,1600,,,,
Ohio State,2020-09-07,,44186,,1668,,,,,0,42668,0,1643,829,26,,1518,,25,,1493,,,,
Ohio State,2020-09-05,,44186,,1668,,,,,1014,42668,51,1643,,,,1518,,25,,1493,,,,
Ohio State,2020-09-04,,43167,201,1617,,1493,,,2852,41649,176,1592,,,,1518,,25,,1493,,,,
Ohio State,2020-09-03,,40255,208,1437,,1435,,,3115,38797,185,1414,,,,1458,,23,,1435,,,,
Ohio State,2020-09-02,,37140,209,1252,,1435,,,3462,35682,186,1229,,,,1458,,23,,1435,,,,
Ohio State,2020-09-01,,33562,238,1065,,1320,,,4059,32220,216,1043,,,,1342,,22,,1320,,,,
Ohio State,2020-08-31,,29384,300,847,,1204,,,4203,28160,280,827,,,,1224,,20,,1204,,,,
Ohio State,2020-08-30,,25080,,562,,,,,278,23955,29,546,,,,1125,,16,,1109,,,,
Ohio State,2020-08-27,,24802,128,533,,1109,,,2147,23677,112,517,,,,1125,,16,,1109,,,,
Ohio State,2020-08-26,,22549,131,417,,1008,,,3220,21528,118,404,,,,1021,,13,,1008,,,,
Ohio State,2020-08-25,,18308,,286,,1008,,,3170,18308,79,286,,,,,,,,,,,,
Ohio State,2020-08-24,,15138,,207,,,,,3265,15138,88,207,,,,,,,,,,,,
Ohio State,2020-08-23,,11873,,119,,,,,653,11873,8,119,,,,,,,,,,,,
Ohio State,2020-08-22,,11220,,111,,,,,1431,11220,12,111,,,,,,,,,,,,
Ohio State,2020-08-21,,9789,,99,,,,,1444,9789,10,99,,,,,,,,,,,,
Ohio State,2020-08-20,,8345,,89,,,,,1531,8345,8,89,,,,,,,,,,,,
Ohio State,2020-08-19,,6814,,81,,,,,1442,6814,6,81,,,,,,,,,,,,
Ohio State,2020-08-18,,5372,,75,,,,,1151,5372,10,75,,,,,,,,,,,,
Ohio State,2020-08-17,,4221,,65,,,,,1360,4221,15,65,,,,,,,,,,,,
Ohio State,2020-08-16,,2861,,50,,,,,1239,2861,23,50,,,,,,,,,,,,
Ohio State,2020-08-15,,1622,,27,,,,,1150,1622,21,27,,,,,,,,,,,,
Ohio State,2020-08-14,,472,,6,,,,,472,472,6,6,,,,,,,,,,,,
Ohio State,2020-08-13,,0,,0,,,,,,,,,,,,,,,,,,,,
https://virusinfo.psu.edu/covid-19-dashboard,,,,,,,,,,,,,,,,,,,,,,,,,
Penn State,2020-09-17,5231,21833,320,1372,,,,,4984,21294,320,1371,,,247,539,0,1,,,,,,
Penn State,2020-09-10,6484,16602,653,1052,,,,,6317,16310,652,1051,,,167,292,1,1,,,,,,
Penn State,2020-09-03,5293,10118,362,399,,,,,5293,9993,362,399,,,0,125,,,,,,,,
Penn State,2020-08-27,4210,4825,34,37,,,,,4180,4700,34,37,,,30,125,,,,,,,,
Penn State,2020-08-20,294,615,3,3,,,,,283,520,3,3,,,11,95,,,,,,,,
Penn State,2020-08-13,321,321,0,0,,,,,237,237,0,0,,,84,84,,,,,,,,
https://coronavirus.rutgers.edu/health-and-safety/testing-program-dashboard/,,,,,,,,,,,,,,,,,,,,,,,,,
Rutgers,2020-09-12,3004,25112,14,116,2985,24938,,,,,,,,,,,,,,,,,,
Rutgers,2020-09-05,3470,22108,7,102,3454,21953,,,,,,,,,,,,,,,,,,
Rutgers,2020-08-29,2884,18638,2,95,2878,18499,,,,,,,,,,,,,,,,,,
Rutgers,2020-08-22,2720,15754,5,93,2711,15621,,,,,,,,,,,,,,,,,,
Rutgers,2020-08-15,2137,13034,2,88,2121,12910,,,,,,,,,,,,,,,,,,
Rutgers,2020-08-08,1121,10897,5,86,1114,10789,,,,,,,,,,,,,,,,,,
Rutgers,2020-08-01,1106,9776,34,81,1063,9675,,,,,,,,,,,,,,,,,,
Rutgers,2020-07-25,473,8670,9,47,463,8612,,,,,,,,,,,,,,,,,,
Rutgers,2020-07-18,639,8197,2,38,634,8149,,,,,,,,,,,,,,,,,,
Rutgers,2020-07-11,687,7558,1,36,685,7515,,,,,,,,,,,,,,,,,,
Rutgers,2020-07-04,937,6871,6,35,931,6830,,,,,,,,,,,,,,,,,,
Rutgers,2020-06-27,2114,5934,7,29,2103,5899,,,,,,,,,,,,,,,,,,
Rutgers,2020-06-20,2432,3820,16,22,2413,3796,,,,,,,,,,,,,,,,,,
Rutgers,2020-06-13,621,1388,3,6,619,1383,,,,,,,,,,,,,,,,,,
Rutgers,2020-06-06,527,767,2,3,525,764,,,,,,,,,,,,,,,,,,
Rutgers,2020-05-30,240,240,1,1,239,239,,,,,,,,,,,,,,,,,,
https://covid19.unl.edu/unl-covid-19-dashboard,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2020-09-18,111,4357,14,688,,,,,,,,,,,,,,,,,,,,
Nebraska,2020-09-17,105,4246,14,674,,,,,,,,,,,,,,,,,,,,
Nebraska,2020-09-16,147,4141,19,660,,,,,,,,,,,,,,,,,,,,
Nebraska,2020-09-15,130,3994,18,641,,,,,,,,,,,,,,,,,,,,
Nebraska,2020-09-14,174,3864,25,623,,,,,,,,,,,,,,,,,,,,
Nebraska,2020-09-13,59,3690,5,598,,,,,,,,,,,,,,,,,,,,
Nebraska,2020-09-12,133,3631,15,593,,,,,,,,,,,,,,,,,,,,
Nebraska,2020-09-11,294,3498,48,578,,,,,,,,,,,,,,,,,,,,
Nebraska,2020-09-10,197,3204,26,530,,,,,,,,,,,,,,,,,,,,
Nebraska,2020-09-09,135,3007,25,504,,,,,,,,,,,,,,,,,,,,
Nebraska,2020-09-08,652,2872,101,479,,,,,,,,,,,,,,,,,,,,
Nebraska,2020-09-07,7,2220,3,378,,,,,,,,,,,,,,,,,,,,
Nebraska,2020-09-06,15,2213,7,375,,,,,,,,,,,,,,,,,,,,
Nebraska,2020-09-05,14,2198,2,368,,,,,,,,,,,,,,,,,,,,
Nebraska,2020-09-04,82,2184,15,366,,,,,,,,,,,,,,,,,,,,
Nebraska,2020-09-03,186,2102,40,351,,,,,,,,,,,,,,,,,,,,
Nebraska,2020-09-02,156,1916,40,311,,,,,,,,,,,,,,,,,,,,
Nebraska,2020-09-01,147,1760,28,271,,,,,,,,,,,,,,,,,,,,
Nebraska,2020-08-31,90,1613,20,243,,,,,,,,,,,,,,,,,,,,
Nebraska,2020-08-30,188,1523,29,223,,,,,,,,,,,,,,,,,,,,
Nebraska,2020-08-29,174,1335,29,194,,,,,,,,,,,,,,,,,,,,
Nebraska,2020-08-28,123,1161,33,165,,,,,,,,,,,,,,,,,,,,
Nebraska,2020-08-27,179,1038,39,132,,,,,,,,,,,,,,,,,,,,
Nebraska,2020-08-26,129,859,32,93,,,,,,,,,,,,,,,,,,,,
Nebraska,2020-08-25,33,730,20,61,,,,,,,,,,,,,,,,,,,,
Nebraska,2020-08-24,168,697,9,41,,,,,,,,,,,,,,,,,,,,
Nebraska,2020-08-23,11,529,6,32,,,,,,,,,,,,,,,,,,,,
Nebraska,2020-08-22,40,518,7,26,,,,,,,,,,,,,,,,,,,,
Nebraska,2020-08-21,70,478,7,19,,,,,,,,,,,,,,,,,,,,
Nebraska,2020-08-20,96,408,6,12,,,,,,,,,,,,,,,,,,,,
Nebraska,2020-08-19,78,312,2,6,,,,,,,,,,,,,,,,,,,,
Nebraska,2020-08-18,30,234,1,4,,,,,,,,,,,,,,,,,,,,
Nebraska,2020-08-17,23,204,2,3,,,,,,,,,,,,,,,,,,,,
Nebraska,2020-08-16,111,181,1,1,,,,,,,,,,,,,,,,,,,,
Nebraska,2020-08-15,25,70,0,0,,,,,,,,,,,,,,,,,,,,
Nebraska,2020-08-14,38,45,0,0,,,,,,,,,,,,,,,,,,,,
Nebraska,2020-08-13,7,7,0,0,,,,,,,,,,,,,,,,,,,,
https://www.northwestern.edu/coronavirus-covid-19-updates/developments/confirmed-cases.html,,,,,,,,,,,,,,,,,,,,,,,,,
Northwestern,2020-09-17,4255,13520,24,116,,,,,,,20,,,,,,,,,,,,,
Northwestern,2020-09-15,4255,13520,0,92,,,,,,,0,,,,,,,,,,,,,
Northwestern,2020-09-10,0,9265,19,92,,,,,,,16,,,,,,,,,,,,,
Northwestern,2020-09-08,,9265,0,73,,,,,,,0,,,,,,,,,,,,,
Northwestern,2020-09-03,,,14,73,,,,,,,14,,,,,,,,,,,,,
Northwestern,2020-08-27,,,4,59,,,,,,,1,,,,,,,,,,,,,
Northwestern,2020-08-20,,,5,55,,,,,,,3,,,,,,,,,,,,,
Northwestern,2020-08-13,,,1,50,,,,,,,1,,,,,,,,,,,,,
Northwestern,2020-08-06,,,7,49,,,,,,,7,,,,,,,,,,,,,
Northwestern,2020-07-30,,,1,42,,,,,,,1,,,,,,,,,,,,,
Northwestern,2020-07-23,,,5,41,,,,,,,4,,,,,,,,,,,,,
Northwestern,2020-07-16,,,4,36,,,,,,,0,,,,,,,,,,,,,
Northwestern,2020-07-09,,,2,32,,,,,,,2,,,,,,,,,,,,,
Northwestern,2020-07-02,,,2,30,,,,,,,2,,,,,,,,,,,,,
Northwestern,2020-06-25,,,2,28,,,,,,,2,,,,,,,,,,,,,
Northwestern,2020-06-18,,,4,26,,,,,,,4,,,,,,,,,,,,,
Northwestern,2020-06-11,,,0,22,,,,,,,0,,,,,,,,,,,,,
Northwestern,2020-06-04,,,2,22,,,,,,,0,,,,,,,,,,,,,
Northwestern,2020-05-28,,,0,20,,,,,,,0,,,,,,,,,,,,,
Northwestern,2020-05-21,,,0,20,,,,,,,0,,,,,,,,,,,,,
Northwestern,2020-05-14,,,2,20,,,,,,,2,,,,,,,,,,,,,
Northwestern,2020-05-07,,,1,18,,,,,,,1,,,,,,,,,,,,,
Northwestern,2020-04-30,,,0,17,,,,,,,0,,,,,,,,,,,,,
Northwestern,2020-04-23,,,2,17,,,,,,,2,,,,,,,,,,,,,
Northwestern,2020-04-16,,,5,15,,,,,,,4,,,,,,,,,,,,,
Northwestern,2020-04-09,,,2,10,,,,,,,1,,,,,,,,,,,,,
Northwestern,2020-04-02,,,1,8,,,,,,,0,,,,,,,,,,,,,
Northwestern,2020-03-26,,,0,7,,,,,,,0,,,,,,,,,,,,,
Northwestern,2020-03-19,,,7,7,,,,,,,0,,,,,,,,,,,,,
https://protect.purdue.edu/dashboard/,,,,,,,,,,,,,,,,,,,,,,,,,
Purdue,2020-09-17,761,22303,16,591,,,,,,,,,,,,,,,,,,,,
Purdue,2020-09-16,1626,21542,30,575,,,,,,,,,,,,,,,,,,,,
Purdue,2020-09-15,943,19916,32,545,,,,,,,,,,,,,,,,,,,,
Purdue,2020-09-14,1016,18973,24,513,,,,,,,,,,,,,,,,,,,,
Purdue,2020-09-13,207,17957,8,489,,,,,,,,,,,,,,,,,,,,
Purdue,2020-09-12,229,17750,11,481,,,,,,,,,,,,,,,,,,,,
Purdue,2020-09-11,808,17521,26,470,,,,,,,,,,,,,,,,,,,,
Purdue,2020-09-10,942,16713,26,444,,,,,,,,,,,,,,,,,,,,
Purdue,2020-09-09,1478,15771,39,418,,,,,,,,,,,,,,,,,,,,
Purdue,2020-09-08,977,14293,43,379,,,,,,,,,,,,,,,,,,,,
Purdue,2020-09-07,878,13316,20,336,,,,,,,,,,,,,,,,,,,,
Purdue,2020-09-06,225,12438,12,316,,,,,,,,,,,,,,,,,,,,
Purdue,2020-09-05,289,12213,25,304,,,,,,,,,,,,,,,,,,,,
Purdue,2020-09-04,656,11924,12,279,,,,,,,,,,,,,,,,,,,,
Purdue,2020-09-03,933,11268,48,267,,,,,,,,,,,,,,,,,,,,
Purdue,2020-09-02,1935,10335,18,219,,,,,,,,,,,,,,,,,,,,
Purdue,2020-09-01,795,8400,27,201,,,,,,,,,,,,,,,,,,,,
Purdue,2020-08-31,1244,7605,34,174,,,,,,,,,,,,,,,,,,,,
