Country_Region,Date,Tests,Confirmed
Ohio State,2020-08-30,25080.0,562.0
Purdue,2020-08-30,6361.0,140.0
Northwestern,2020-08-30,,73.0
Michigan,2020-08-30,11431.0,340.0
Rutgers,2020-08-30,22108.0,102.0
Minnesota,2020-08-30,2694.0,0.0
Penn State,2020-08-30,10118.0,399.0
Michigan State,2020-08-30,1133.0,179.0
Ohio State,2020-08-31,29384.0,847.0
Michigan State,2020-08-31,1133.0,179.0
Nebraska,2020-08-31,1613.0,243.0
Maryland,2020-08-31,11962.0,28.0
Illinois,2020-08-31,182060.0,1106.0
Iowa,2020-08-31,,935.0
Rutgers,2020-08-31,22108.0,102.0
UW-Madison,2020-08-31,9711.0,124.0
Michigan,2020-08-31,13671.0,383.0
Indiana,2020-08-31,20757.0,1420.0
Penn State,2020-08-31,10118.0,399.0
Purdue,2020-08-31,7605.0,174.0
Northwestern,2020-08-31,,73.0
Minnesota,2020-08-31,2694.0,0.0
Penn State,2020-09-01,10118.0,399.0
Illinois,2020-09-01,196427.0,1305.0
Nebraska,2020-09-01,1760.0,271.0
Minnesota,2020-09-01,2694.0,0.0
Michigan State,2020-09-01,1750.0,339.0
Rutgers,2020-09-01,22108.0,102.0
Ohio State,2020-09-01,33562.0,1065.0
Maryland,2020-09-01,11962.0,28.0
Purdue,2020-09-01,8400.0,201.0
Indiana,2020-09-01,20757.0,1420.0
Iowa,2020-09-01,,935.0
Northwestern,2020-09-01,,73.0
Michigan,2020-09-01,13671.0,383.0
UW-Madison,2020-09-01,11372.0,173.0
Northwestern,2020-09-02,,73.0
Purdue,2020-09-02,10335.0,219.0
Ohio State,2020-09-02,37140.0,1252.0
Illinois,2020-09-02,203516.0,1425.0
Michigan State,2020-09-02,1750.0,339.0
Nebraska,2020-09-02,1916.0,311.0
Maryland,2020-09-02,13221.0,37.0
Penn State,2020-09-02,10118.0,399.0
Indiana,2020-09-02,20757.0,1420.0
Iowa,2020-09-02,,1589.0
Rutgers,2020-09-02,22108.0,102.0
UW-Madison,2020-09-02,12370.0,207.0
Michigan,2020-09-02,13671.0,383.0
Minnesota,2020-09-02,2694.0,0.0
Michigan,2020-09-03,13671.0,383.0
Nebraska,2020-09-03,2102.0,351.0
Maryland,2020-09-03,13482.0,93.0
Purdue,2020-09-03,11268.0,267.0
Ohio State,2020-09-03,40255.0,1437.0
Michigan State,2020-09-03,1750.0,339.0
UW-Madison,2020-09-03,13357.0,245.0
Illinois,2020-09-03,218357.0,1513.0
Iowa,2020-09-03,,1589.0
Rutgers,2020-09-03,22108.0,102.0
Penn State,2020-09-03,10118.0,399.0
Northwestern,2020-09-03,,73.0
Indiana,2020-09-03,20757.0,1420.0
Minnesota,2020-09-03,2694.0,0.0
Penn State,2020-09-04,16602.0,1052.0
Illinois,2020-09-04,232561.0,1617.0
Indiana,2020-09-04,20757.0,1420.0
UW-Madison,2020-09-04,15001.0,337.0
Michigan State,2020-09-04,1750.0,339.0
Minnesota,2020-09-04,2816.0,0.0
Purdue,2020-09-04,11924.0,279.0
Ohio State,2020-09-04,43167.0,1617.0
Nebraska,2020-09-04,2184.0,366.0
Maryland,2020-09-04,14922.0,105.0
Iowa,2020-09-04,,1589.0
Northwestern,2020-09-04,9265.0,73.0
Michigan,2020-09-04,13671.0,383.0
Rutgers,2020-09-04,22108.0,102.0
Northwestern,2020-09-05,9265.0,73.0
Iowa,2020-09-05,,1642.0
Michigan,2020-09-05,13671.0,383.0
Minnesota,2020-09-05,2816.0,0.0
Penn State,2020-09-05,16602.0,1052.0
Indiana,2020-09-05,30657.0,2012.0
Michigan State,2020-09-05,1750.0,339.0
Maryland,2020-09-05,17296.0,112.0
Nebraska,2020-09-05,2198.0,368.0
Rutgers,2020-09-05,22108.0,102.0
UW-Madison,2020-09-05,17013.0,455.0
Ohio State,2020-09-05,44186.0,1668.0
Illinois,2020-09-05,235170.0,1654.0
Purdue,2020-09-05,12213.0,304.0
Purdue,2020-09-06,12438.0,316.0
Illinois,2020-09-06,238157.0,1691.0
Northwestern,2020-09-06,9265.0,73.0
UW-Madison,2020-09-06,19048.0,602.0
Rutgers,2020-09-06,25112.0,116.0
Iowa,2020-09-06,,1642.0
Indiana,2020-09-06,30657.0,2012.0
Nebraska,2020-09-06,2213.0,375.0
Minnesota,2020-09-06,2816.0,0.0
Penn State,2020-09-06,16602.0,1052.0
Michigan,2020-09-06,13671.0,383.0
Maryland,2020-09-06,18580.0,140.0
Ohio State,2020-09-06,44186.0,1668.0
Michigan State,2020-09-06,1750.0,339.0
Michigan State,2020-09-07,1750.0,339.0
Penn State,2020-09-07,16602.0,1052.0
Minnesota,2020-09-07,2816.0,0.0
Illinois,2020-09-07,244456.0,1760.0
Nebraska,2020-09-07,2220.0,378.0
Indiana,2020-09-07,30657.0,2012.0
UW-Madison,2020-09-07,19142.0,622.0
Rutgers,2020-09-07,25112.0,116.0
Purdue,2020-09-07,13316.0,336.0
Michigan,2020-09-07,16833.0,422.0
Northwestern,2020-09-07,9265.0,73.0
Iowa,2020-09-07,,1642.0
Ohio State,2020-09-07,44186.0,1668.0
Maryland,2020-09-07,18599.0,140.0
Michigan State,2020-09-08,2222.0,408.0
Indiana,2020-09-08,30657.0,2012.0
Purdue,2020-09-08,14293.0,379.0
Northwestern,2020-09-08,9265.0,73.0
Penn State,2020-09-08,16602.0,1052.0
Iowa,2020-09-08,,1755.0
Rutgers,2020-09-08,25112.0,116.0
Michigan,2020-09-08,16833.0,422.0
UW-Madison,2020-09-08,19269.0,647.0
Illinois,2020-09-08,256077.0,1841.0
Maryland,2020-09-08,19055.0,140.0
Nebraska,2020-09-08,2872.0,479.0
Ohio State,2020-09-08,49221.0,1894.0
Minnesota,2020-09-08,2816.0,0.0
Minnesota,2020-09-09,2816.0,0.0
Purdue,2020-09-09,15771.0,418.0
Illinois,2020-09-09,268070.0,1888.0
Northwestern,2020-09-09,9265.0,92.0
Maryland,2020-09-09,19224.0,142.0
Nebraska,2020-09-09,3007.0,504.0
Rutgers,2020-09-09,25112.0,116.0
Iowa,2020-09-09,,1755.0
Ohio State,2020-09-09,53930.0,2050.0
UW-Madison,2020-09-09,21670.0,937.0
Michigan,2020-09-09,16833.0,422.0
Penn State,2020-09-09,16602.0,1052.0
Indiana,2020-09-09,30657.0,2012.0
Michigan State,2020-09-09,2222.0,408.0
Michigan,2020-09-10,16833.0,422.0
Iowa,2020-09-10,,1831.0
Ohio State,2020-09-10,57827.0,2165.0
Penn State,2020-09-10,16602.0,1052.0
Nebraska,2020-09-10,3204.0,530.0
Rutgers,2020-09-10,25112.0,116.0
Indiana,2020-09-10,30657.0,2012.0
Purdue,2020-09-10,16713.0,444.0
UW-Madison,2020-09-10,24028.0,1156.0
Maryland,2020-09-10,19609.0,170.0
Michigan State,2020-09-10,2222.0,408.0
Minnesota,2020-09-10,2816.0,0.0
Northwestern,2020-09-10,9265.0,92.0
Illinois,2020-09-10,274696.0,1922.0
Michigan,2020-09-11,16833.0,422.0
Minnesota,2020-09-11,3026.0,0.0
Penn State,2020-09-11,21833.0,1372.0
Michigan State,2020-09-11,2222.0,408.0
Purdue,2020-09-11,17521.0,470.0
Northwestern,2020-09-11,13520.0,92.0
Rutgers,2020-09-11,25112.0,116.0
Maryland,2020-09-11,19664.0,175.0
Iowa,2020-09-11,,1831.0
UW-Madison,2020-09-11,24970.0,1223.0
Nebraska,2020-09-11,3498.0,578.0
Ohio State,2020-09-11,59855.0,2270.0
Illinois,2020-09-11,285949.0,1957.0
Indiana,2020-09-11,30657.0,2012.0
Iowa,2020-09-12,,1868.0
Minnesota,2020-09-12,3026.0,0.0
Maryland,2020-09-12,19664.0,175.0
UW-Madison,2020-09-12,26041.0,1299.0
Nebraska,2020-09-12,3631.0,593.0
Rutgers,2020-09-12,25112.0,116.0
Michigan,2020-09-12,16833.0,422.0
Purdue,2020-09-12,17750.0,481.0
Illinois,2020-09-12,289958.0,1967.0
Michigan State,2020-09-12,2222.0,408.0
Northwestern,2020-09-12,13520.0,92.0
Penn State,2020-09-12,21833.0,1372.0
Ohio State,2020-09-12,61205.0,2310.0
Iowa,2020-09-13,,1868.0
Minnesota,2020-09-13,3026.0,0.0
Northwestern,2020-09-13,13520.0,92.0
Illinois,2020-09-13,294526.0,1984.0
Michigan State,2020-09-13,2222.0,408.0
Ohio State,2020-09-13,61267.0,2311.0
Maryland,2020-09-13,19693.0,184.0
Purdue,2020-09-13,17957.0,489.0
Michigan,2020-09-13,16833.0,422.0
UW-Madison,2020-09-13,28233.0,1487.0
Nebraska,2020-09-13,3690.0,598.0
Penn State,2020-09-13,21833.0,1372.0
Illinois,2020-09-14,304740.0,2024.0
Penn State,2020-09-14,21833.0,1372.0
UW-Madison,2020-09-14,28260.0,1489.0
Minnesota,2020-09-14,3026.0,0.0
Northwestern,2020-09-14,13520.0,92.0
Purdue,2020-09-14,18973.0,513.0
Michigan State,2020-09-14,2222.0,408.0
Nebraska,2020-09-14,3864.0,623.0
Ohio State,2020-09-14,65368.0,2423.0
Iowa,2020-09-14,,1868.0
Maryland,2020-09-14,19695.0,186.0
Ohio State,2020-09-15,69357.0,2502.0
Minnesota,2020-09-15,3026.0,0.0
Northwestern,2020-09-15,13520.0,92.0
Illinois,2020-09-15,315972.0,2069.0
UW-Madison,2020-09-15,28652.0,1500.0
Penn State,2020-09-15,21833.0,1372.0
Purdue,2020-09-15,19916.0,545.0
Maryland,2020-09-15,19695.0,186.0
Iowa,2020-09-15,,1912.0
Nebraska,2020-09-15,3994.0,641.0
Northwestern,2020-09-16,13520.0,116.0
Maryland,2020-09-16,19717.0,198.0
Illinois,2020-09-16,325937.0,2093.0
UW-Madison,2020-09-16,30548.0,1627.0
Iowa,2020-09-16,,1912.0
Ohio State,2020-09-16,72994.0,2582.0
Nebraska,2020-09-16,4141.0,660.0
Minnesota,2020-09-16,3026.0,0.0
Purdue,2020-09-16,21542.0,575.0
Penn State,2020-09-16,21833.0,1372.0
Nebraska,2020-09-17,4246.0,674.0
Northwestern,2020-09-17,13520.0,116.0
Purdue,2020-09-17,22303.0,591.0
Illinois,2020-09-17,333739.0,2111.0
Minnesota,2020-09-17,3026.0,0.0
Ohio State,2020-09-17,75865.0,2623.0
UW-Madison,2020-09-17,32055.0,1714.0
Penn State,2020-09-17,21833.0,1372.0
Maryland,2020-09-17,21103.0,213.0
Nebraska,2020-09-18,4357.0,688.0
Illinois,2020-09-18,344303.0,2138.0
Maryland,2020-09-18,22770.0,223.0
UW-Madison,2020-09-18,33600.0,1789.0
Maryland,2020-09-19,24271.0,233.0
Maryland,2020-09-20,25078.0,240.0
